time units=S;v(1000) units=V;v(1001) units=V;v(1002) units=V;v(1003) units=V;v(1004) units=V;v(1005) units=V;v(1006) units=V;v(1007) units=V;v(1008) units=V;v(1009) units=V;v(1010) units=V;v(1011) units=V;v(1012) units=V;v(1013) units=V;v(1014) units=V;v(1015) units=V;v(1016) units=V;v(1017) units=V;v(1018) units=V;v(1019) units=V;v(1020) units=V;v(1021) units=V;v(1022) units=V;v(1023) units=V;v(1024) units=V;v(1025) units=V;v(1026) units=V;v(1027) units=V;v(1028) units=V;v(1029) units=V;v(1030) units=V;v(1031) units=V;v(1032) units=V;v(1033) units=V;v(1034) units=V;v(1035) units=V;v(1036) units=V;v(1037) units=V;v(1038) units=V;v(1039) units=V;v(1040) units=V;v(1041) units=V;v(1042) units=V;v(1043) units=V;v(1044) units=V;v(1045) units=V;v(1046) units=V;v(1047) units=V;v(1048) units=V;v(1049) units=V;v(1050) units=V;v(1051) units=V;v(1054) units=V;v(1055) units=V;v(1056) units=V;v(1057) units=V;v(1058) units=V;v(1059) units=V;v(1060) units=V;v(1061) units=V;v(1062) units=V;v(1063) units=V;v(1064) units=V;v(1065) units=V;v(1066) units=V;v(1067) units=V;v(1068) units=V;v(1069) units=V;v(1070) units=V;v(1071) units=V;v(1072) units=V;v(1073) units=V;v(1074) units=V;v(1075) units=V;v(1076) units=V;v(1077) units=V;v(1078) units=V;v(1079) units=V;v(1080) units=V;v(1081) units=V;v(1082) units=V;v(1083) units=V;v(1084) units=V;v(1085) units=V;v(1086) units=V;v(1087) units=V;v(1088) units=V;v(1089) units=V;v(1090) units=V;v(1091) units=V;v(1092) units=V;v(1093) units=V;v(1094) units=V;v(1095) units=V;v(1096) units=V;v(1097) units=V;v(1098) units=V;v(1099) units=V;v(1100) units=V;v(1101) units=V;v(1102) units=V;v(1103) units=V;v(1104) units=V;v(1105) units=V
3.014999999999991e-10;-2.645489241320911e+03;-2.645489241320915e+03;-2.645489241320889e+03;-2.645489241320924e+03;-2.645489241320919e+03;-2.645489241320895e+03;-2.645489241320915e+03;-2.645489241320909e+03;-2.645489241320939e+03;-2.645489241320896e+03;-2.645489241320840e+03;-2.645489241320901e+03;-2.645489241320937e+03;-2.645489241320916e+03;-2.645489241320971e+03;-2.645489241320939e+03;-2.645489241320945e+03;-2.645489241320996e+03;-2.645489241320998e+03;-2.645489241320885e+03;-2.645489241320941e+03;-2.645489241320780e+03;-2.645489241320870e+03;-2.645489241320951e+03;-2.645489241320974e+03;-2.645489241320983e+03;-2.645489241320988e+03;-2.645489241320963e+03;-2.645489241321069e+03;-2.645489241321082e+03;-2.645489241321007e+03;-2.645489241321084e+03;-2.645489241321032e+03;-2.645489241321053e+03;-2.645489241321131e+03;-2.645489241321113e+03;-2.645489241321179e+03;-2.645489241321138e+03;-2.645489241321051e+03;-2.645489241320972e+03;-2.645489241321085e+03;-2.645489241321201e+03;-2.645489241321023e+03;-2.645489241321071e+03;-2.645489241321274e+03;-2.645489241321456e+03;-2.645489241321676e+03;-2.645489241321921e+03;-2.645489241322215e+03;-2.645489241322488e+03;-2.645489241322762e+03;-2.645489241322980e+03;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;1.735713687679880e-12;6.647027715646428e-13
3.019999999999991e-10;-2.649947044571544e+03;-2.649947044571549e+03;-2.649947044571522e+03;-2.649947044571557e+03;-2.649947044571552e+03;-2.649947044571529e+03;-2.649947044571547e+03;-2.649947044571542e+03;-2.649947044571572e+03;-2.649947044571530e+03;-2.649947044571473e+03;-2.649947044571534e+03;-2.649947044571570e+03;-2.649947044571550e+03;-2.649947044571604e+03;-2.649947044571572e+03;-2.649947044571578e+03;-2.649947044571629e+03;-2.649947044571631e+03;-2.649947044571519e+03;-2.649947044571575e+03;-2.649947044571414e+03;-2.649947044571504e+03;-2.649947044571584e+03;-2.649947044571607e+03;-2.649947044571616e+03;-2.649947044571621e+03;-2.649947044571596e+03;-2.649947044571702e+03;-2.649947044571714e+03;-2.649947044571640e+03;-2.649947044571716e+03;-2.649947044571664e+03;-2.649947044571686e+03;-2.649947044571763e+03;-2.649947044571745e+03;-2.649947044571811e+03;-2.649947044571770e+03;-2.649947044571683e+03;-2.649947044571604e+03;-2.649947044571717e+03;-2.649947044571832e+03;-2.649947044571655e+03;-2.649947044571703e+03;-2.649947044571904e+03;-2.649947044572086e+03;-2.649947044572305e+03;-2.649947044572549e+03;-2.649947044572842e+03;-2.649947044573114e+03;-2.649947044573386e+03;-2.649947044573603e+03;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;1.027567858121131e-12;-1.058356237398164e-14
3.024999999999991e-10;-2.654421676757516e+03;-2.654421676757521e+03;-2.654421676757494e+03;-2.654421676757529e+03;-2.654421676757524e+03;-2.654421676757501e+03;-2.654421676757520e+03;-2.654421676757514e+03;-2.654421676757544e+03;-2.654421676757502e+03;-2.654421676757446e+03;-2.654421676757506e+03;-2.654421676757542e+03;-2.654421676757522e+03;-2.654421676757576e+03;-2.654421676757544e+03;-2.654421676757550e+03;-2.654421676757601e+03;-2.654421676757602e+03;-2.654421676757491e+03;-2.654421676757546e+03;-2.654421676757387e+03;-2.654421676757477e+03;-2.654421676757556e+03;-2.654421676757578e+03;-2.654421676757588e+03;-2.654421676757593e+03;-2.654421676757568e+03;-2.654421676757674e+03;-2.654421676757685e+03;-2.654421676757612e+03;-2.654421676757687e+03;-2.654421676757636e+03;-2.654421676757657e+03;-2.654421676757734e+03;-2.654421676757716e+03;-2.654421676757782e+03;-2.654421676757741e+03;-2.654421676757654e+03;-2.654421676757575e+03;-2.654421676757687e+03;-2.654421676757803e+03;-2.654421676757627e+03;-2.654421676757675e+03;-2.654421676757875e+03;-2.654421676758056e+03;-2.654421676758273e+03;-2.654421676758516e+03;-2.654421676758807e+03;-2.654421676759078e+03;-2.654421676759348e+03;-2.654421676759564e+03;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;4.303051421174650e-13;-5.656781358382681e-13
3.029999999999991e-10;-2.658893084597090e+03;-2.658893084597095e+03;-2.658893084597068e+03;-2.658893084597104e+03;-2.658893084597099e+03;-2.658893084597075e+03;-2.658893084597094e+03;-2.658893084597089e+03;-2.658893084597119e+03;-2.658893084597076e+03;-2.658893084597019e+03;-2.658893084597081e+03;-2.658893084597117e+03;-2.658893084597096e+03;-2.658893084597151e+03;-2.658893084597119e+03;-2.658893084597125e+03;-2.658893084597176e+03;-2.658893084597177e+03;-2.658893084597066e+03;-2.658893084597122e+03;-2.658893084596960e+03;-2.658893084597051e+03;-2.658893084597131e+03;-2.658893084597154e+03;-2.658893084597163e+03;-2.658893084597168e+03;-2.658893084597143e+03;-2.658893084597250e+03;-2.658893084597262e+03;-2.658893084597187e+03;-2.658893084597264e+03;-2.658893084597212e+03;-2.658893084597233e+03;-2.658893084597311e+03;-2.658893084597293e+03;-2.658893084597359e+03;-2.658893084597318e+03;-2.658893084597231e+03;-2.658893084597150e+03;-2.658893084597264e+03;-2.658893084597380e+03;-2.658893084597203e+03;-2.658893084597250e+03;-2.658893084597453e+03;-2.658893084597636e+03;-2.658893084597856e+03;-2.658893084598102e+03;-2.658893084598396e+03;-2.658893084598670e+03;-2.658893084598944e+03;-2.658893084599162e+03;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-2.654302045366583e-14;-9.803581558700143e-13
3.034999999999991e-10;-2.663349174303699e+03;-2.663349174303704e+03;-2.663349174303677e+03;-2.663349174303713e+03;-2.663349174303708e+03;-2.663349174303684e+03;-2.663349174303703e+03;-2.663349174303698e+03;-2.663349174303728e+03;-2.663349174303685e+03;-2.663349174303628e+03;-2.663349174303690e+03;-2.663349174303726e+03;-2.663349174303706e+03;-2.663349174303761e+03;-2.663349174303728e+03;-2.663349174303734e+03;-2.663349174303786e+03;-2.663349174303787e+03;-2.663349174303675e+03;-2.663349174303731e+03;-2.663349174303569e+03;-2.663349174303661e+03;-2.663349174303741e+03;-2.663349174303763e+03;-2.663349174303773e+03;-2.663349174303778e+03;-2.663349174303753e+03;-2.663349174303860e+03;-2.663349174303872e+03;-2.663349174303797e+03;-2.663349174303873e+03;-2.663349174303822e+03;-2.663349174303843e+03;-2.663349174303921e+03;-2.663349174303904e+03;-2.663349174303969e+03;-2.663349174303929e+03;-2.663349174303841e+03;-2.663349174303760e+03;-2.663349174303874e+03;-2.663349174303991e+03;-2.663349174303813e+03;-2.663349174303860e+03;-2.663349174304063e+03;-2.663349174304246e+03;-2.663349174304468e+03;-2.663349174304715e+03;-2.663349174305010e+03;-2.663349174305285e+03;-2.663349174305561e+03;-2.663349174305780e+03;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-3.702371166359701e-13;-1.281884109512938e-12
3.039999999999991e-10;-2.667815898818460e+03;-2.667815898818465e+03;-2.667815898818438e+03;-2.667815898818473e+03;-2.667815898818468e+03;-2.667815898818445e+03;-2.667815898818464e+03;-2.667815898818458e+03;-2.667815898818488e+03;-2.667815898818446e+03;-2.667815898818390e+03;-2.667815898818451e+03;-2.667815898818487e+03;-2.667815898818466e+03;-2.667815898818521e+03;-2.667815898818489e+03;-2.667815898818495e+03;-2.667815898818546e+03;-2.667815898818547e+03;-2.667815898818435e+03;-2.667815898818491e+03;-2.667815898818331e+03;-2.667815898818421e+03;-2.667815898818501e+03;-2.667815898818523e+03;-2.667815898818532e+03;-2.667815898818537e+03;-2.667815898818512e+03;-2.667815898818619e+03;-2.667815898818631e+03;-2.667815898818556e+03;-2.667815898818632e+03;-2.667815898818581e+03;-2.667815898818602e+03;-2.667815898818679e+03;-2.667815898818662e+03;-2.667815898818727e+03;-2.667815898818687e+03;-2.667815898818600e+03;-2.667815898818520e+03;-2.667815898818633e+03;-2.667815898818749e+03;-2.667815898818573e+03;-2.667815898818618e+03;-2.667815898818819e+03;-2.667815898819002e+03;-2.667815898819221e+03;-2.667815898819466e+03;-2.667815898819758e+03;-2.667815898820031e+03;-2.667815898820304e+03;-2.667815898820521e+03;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-5.489398615654861e-13;-1.418418711903074e-12
3.044999999999991e-10;-2.672293104806396e+03;-2.672293104806400e+03;-2.672293104806373e+03;-2.672293104806409e+03;-2.672293104806404e+03;-2.672293104806381e+03;-2.672293104806399e+03;-2.672293104806394e+03;-2.672293104806424e+03;-2.672293104806382e+03;-2.672293104806326e+03;-2.672293104806387e+03;-2.672293104806423e+03;-2.672293104806402e+03;-2.672293104806457e+03;-2.672293104806425e+03;-2.672293104806431e+03;-2.672293104806482e+03;-2.672293104806483e+03;-2.672293104806372e+03;-2.672293104806427e+03;-2.672293104806266e+03;-2.672293104806357e+03;-2.672293104806437e+03;-2.672293104806459e+03;-2.672293104806469e+03;-2.672293104806473e+03;-2.672293104806449e+03;-2.672293104806556e+03;-2.672293104806567e+03;-2.672293104806492e+03;-2.672293104806568e+03;-2.672293104806517e+03;-2.672293104806538e+03;-2.672293104806616e+03;-2.672293104806598e+03;-2.672293104806663e+03;-2.672293104806623e+03;-2.672293104806537e+03;-2.672293104806456e+03;-2.672293104806569e+03;-2.672293104806686e+03;-2.672293104806509e+03;-2.672293104806555e+03;-2.672293104806756e+03;-2.672293104806940e+03;-2.672293104807160e+03;-2.672293104807407e+03;-2.672293104807699e+03;-2.672293104807974e+03;-2.672293104808248e+03;-2.672293104808465e+03;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-5.494360174116280e-13;-1.376746725209836e-12
3.049999999999991e-10;-2.676754182721214e+03;-2.676754182721219e+03;-2.676754182721192e+03;-2.676754182721228e+03;-2.676754182721224e+03;-2.676754182721199e+03;-2.676754182721219e+03;-2.676754182721213e+03;-2.676754182721243e+03;-2.676754182721200e+03;-2.676754182721143e+03;-2.676754182721205e+03;-2.676754182721242e+03;-2.676754182721221e+03;-2.676754182721277e+03;-2.676754182721244e+03;-2.676754182721250e+03;-2.676754182721303e+03;-2.676754182721304e+03;-2.676754182721190e+03;-2.676754182721248e+03;-2.676754182721083e+03;-2.676754182721176e+03;-2.676754182721257e+03;-2.676754182721278e+03;-2.676754182721288e+03;-2.676754182721294e+03;-2.676754182721268e+03;-2.676754182721377e+03;-2.676754182721389e+03;-2.676754182721313e+03;-2.676754182721389e+03;-2.676754182721338e+03;-2.676754182721359e+03;-2.676754182721437e+03;-2.676754182721420e+03;-2.676754182721485e+03;-2.676754182721446e+03;-2.676754182721358e+03;-2.676754182721276e+03;-2.676754182721391e+03;-2.676754182721509e+03;-2.676754182721330e+03;-2.676754182721376e+03;-2.676754182721580e+03;-2.676754182721765e+03;-2.676754182721989e+03;-2.676754182722237e+03;-2.676754182722534e+03;-2.676754182722811e+03;-2.676754182723088e+03;-2.676754182723308e+03;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-4.742569176991501e-13;-1.259399482957986e-12
3.054999999999991e-10;-2.681212813459912e+03;-2.681212813459918e+03;-2.681212813459890e+03;-2.681212813459926e+03;-2.681212813459922e+03;-2.681212813459897e+03;-2.681212813459916e+03;-2.681212813459911e+03;-2.681212813459941e+03;-2.681212813459898e+03;-2.681212813459842e+03;-2.681212813459904e+03;-2.681212813459940e+03;-2.681212813459919e+03;-2.681212813459974e+03;-2.681212813459942e+03;-2.681212813459948e+03;-2.681212813460000e+03;-2.681212813460001e+03;-2.681212813459888e+03;-2.681212813459946e+03;-2.681212813459782e+03;-2.681212813459874e+03;-2.681212813459955e+03;-2.681212813459976e+03;-2.681212813459985e+03;-2.681212813459991e+03;-2.681212813459966e+03;-2.681212813460074e+03;-2.681212813460085e+03;-2.681212813460009e+03;-2.681212813460085e+03;-2.681212813460034e+03;-2.681212813460055e+03;-2.681212813460133e+03;-2.681212813460116e+03;-2.681212813460181e+03;-2.681212813460142e+03;-2.681212813460054e+03;-2.681212813459974e+03;-2.681212813460088e+03;-2.681212813460205e+03;-2.681212813460028e+03;-2.681212813460073e+03;-2.681212813460274e+03;-2.681212813460460e+03;-2.681212813460682e+03;-2.681212813460929e+03;-2.681212813461223e+03;-2.681212813461499e+03;-2.681212813461774e+03;-2.681212813461993e+03;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-2.471881893542296e-13;-9.901626120736900e-13
3.059999999999991e-10;-2.685688599078566e+03;-2.685688599078571e+03;-2.685688599078544e+03;-2.685688599078580e+03;-2.685688599078575e+03;-2.685688599078551e+03;-2.685688599078570e+03;-2.685688599078564e+03;-2.685688599078595e+03;-2.685688599078552e+03;-2.685688599078496e+03;-2.685688599078558e+03;-2.685688599078594e+03;-2.685688599078573e+03;-2.685688599078628e+03;-2.685688599078596e+03;-2.685688599078602e+03;-2.685688599078654e+03;-2.685688599078655e+03;-2.685688599078543e+03;-2.685688599078599e+03;-2.685688599078437e+03;-2.685688599078528e+03;-2.685688599078609e+03;-2.685688599078629e+03;-2.685688599078639e+03;-2.685688599078644e+03;-2.685688599078620e+03;-2.685688599078728e+03;-2.685688599078738e+03;-2.685688599078663e+03;-2.685688599078738e+03;-2.685688599078688e+03;-2.685688599078708e+03;-2.685688599078786e+03;-2.685688599078769e+03;-2.685688599078833e+03;-2.685688599078795e+03;-2.685688599078708e+03;-2.685688599078628e+03;-2.685688599078741e+03;-2.685688599078858e+03;-2.685688599078681e+03;-2.685688599078725e+03;-2.685688599078926e+03;-2.685688599079111e+03;-2.685688599079333e+03;-2.685688599079578e+03;-2.685688599079871e+03;-2.685688599080145e+03;-2.685688599080420e+03;-2.685688599080638e+03;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;8.327601018943572e-14;-6.175302699906481e-13
