time units=S;i(Vdummy1) units=A;i(Vdummy2) units=A
1.624999999999996e-10;1.314878272277407e-21;3.000000000000000e-04
1.629999999999996e-10;1.272408045734547e-22;3.000000000000000e-04
1.634999999999996e-10;-1.363056395015732e-21;3.000000000000000e-04
1.639999999999996e-10;4.976544244541591e-22;3.000000000000000e-04
1.644999999999996e-10;5.315446762887712e-22;3.000000000000000e-04
1.649999999999996e-10;-2.782993971377452e-22;3.000000000000000e-04
1.654999999999996e-10;-3.139434207805211e-22;2.999999999999999e-04
1.659999999999996e-10;-9.854083904781923e-23;2.999999999999999e-04
1.664999999999996e-10;1.005112985923151e-22;3.000000000000000e-04
1.669999999999996e-10;1.622848700914864e-22;3.000000000000000e-04
1.674999999999996e-10;1.970239331235974e-22;3.000000000000000e-04
1.679999999999996e-10;0.000000000000000e+00;2.999999999999999e-04
1.684999999999996e-10;-1.339742110256213e-22;3.000000000000000e-04
1.689999999999996e-10;3.869804625973459e-23;3.000000000000000e-04
1.694999999999996e-10;1.327048506160382e-22;3.000000000000000e-04
1.699999999999996e-10;0.000000000000000e+00;3.000000000000000e-04
1.704999999999996e-10;2.106319880679674e-23;3.000000000000000e-04
1.709999999999996e-10;-1.885916386751575e-23;3.000000000000000e-04
1.714999999999996e-10;2.812694417165577e-23;3.000000000000000e-04
1.719999999999996e-10;-2.923845583489174e-24;3.000000000000000e-04
1.724999999999996e-10;-5.791721316181636e-23;3.000000000000000e-04
1.729999999999996e-10;-1.151294520673713e-22;3.000000000000000e-04
1.734999999999996e-10;-7.878256258979982e-23;3.000000000000000e-04
1.739999999999996e-10;2.117582368135751e-22;3.000000000000000e-04
1.744999999999996e-10;5.561322475347749e-23;3.000000000000000e-04
1.749999999999996e-10;0.000000000000000e+00;2.999999999999999e-04
1.754999999999995e-10;1.752786984110304e-22;3.000000000000000e-04
1.759999999999995e-10;-2.117582368135751e-22;3.000000000000000e-04
1.764999999999995e-10;-1.493556453571722e-22;3.000000000000000e-04
1.769999999999995e-10;-1.498736529059776e-22;3.000000000000000e-04
1.774999999999995e-10;-1.011841964005218e-22;3.000000000000000e-04
1.779999999999995e-10;2.117582368135751e-22;3.000000000000000e-04
1.784999999999995e-10;-2.073883021637405e-22;3.000000000000000e-04
1.789999999999995e-10;9.115821661577988e-24;3.000000000000000e-04
1.794999999999995e-10;-2.117582368135751e-22;3.000000000000000e-04
1.799999999999995e-10;-3.965580392249680e-34;3.000000000000000e-04
1.804999999999995e-10;4.999999999995277e-05;3.000000000000000e-04
1.809999999999995e-10;9.999999999995313e-05;3.000000000000000e-04
1.814999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.819999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.824999999999995e-10;9.999999999999999e-05;3.000000000000000e-04
1.829999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.834999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.839999999999995e-10;9.999999999999999e-05;3.000000000000000e-04
1.844999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.849999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.854999999999995e-10;9.999999999999999e-05;3.000000000000000e-04
1.859999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.864999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.869999999999995e-10;9.999999999999999e-05;3.000000000000000e-04
1.874999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.879999999999995e-10;9.999999999999999e-05;3.000000000000000e-04
1.884999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.889999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.894999999999995e-10;9.999999999999999e-05;3.000000000000000e-04
1.899999999999995e-10;9.999999999999999e-05;3.000000000000000e-04
1.904999999999995e-10;1.000000000000000e-04;2.999999999999999e-04
1.909999999999995e-10;1.000000000000000e-04;3.000000000000000e-04
1.914999999999995e-10;5.000000000005044e-05;3.000000000000000e-04
1.919999999999995e-10;5.059128608858421e-17;3.000000000000000e-04
